"Age";"Genre";"Taille en cm";"Année d'étude";"Filière";"Pays de naissance";"Année d'obtention du baccalauréat ou équivalent";"Enseignements de spécialité en terminale (si bac à spécialités)";"Filière de votre bac si pas de spécialité";"Votre licence est...";"Temps de travail personnel (scolaire) la semaine dernière en heure";"Moyen de transport principal pour venir à la faculté au quotidien";"Temps de trajets en minutes pour venir à la faculté au quotidien";"Fumez-vous du tabac ?";"Rythme de consommation d'alcool";"Nombre de soirées par semaine en moyenne";"Vos phobies";"Plateforme d'accès aux jeux vidéos";"Système d'exploitation de votre téléphone";"Temps de possession votre téléphone actuel en année";"Système d'exploitation de votre ordinateur";"Temps de possession votre ordinateur actuel en année";"Support principal pour la prise de note en cours";"Matériels possédés";"Réseau social le plus utilisé";"Temps passé par jour sur les réseaux sociaux en heure";"Temps passé par jour sur votre téléphone en heure";"Principales sources d'information";"Quelle est la plus large chaîne de montagne du monde ?";"Quel est le nom de la femme noire qui a refusé de céder sa place à un homme blanc dans un bus en 1955 aux États-Unis ?";"Au cours de quel siècle, Cléopâtre, a-t-elle régné ?";"Quel naturaliste a révolutionné la biologie avec son ouvrage “L'Origine des espèces” paru en 1859 ?";"À quel mot correspond la définition suivante : répartition dans le temps d’une charge financière correspondant au remplacement d’un bien, machine, appareil, etc. ?";"Qui est Niki de Saint Phalle ?";"Combien de temps dure la rotation complète de la Lune autour de la Terre ?";"En quelle année est définitivement proclamée l’abolition de l’esclavage en France ?";"Qui a inventé l'expression ""la main invisible"" ?";"Quel écrivain et philosophe français a raconté l’histoire de Candide ?";"Avez-bien joué le jeu et répondu sans consulté de source d'information ?";"Nombre de réponses juste estimées";"spe_maths";"spe_SES";"spe_HGP";"spe_HLP";"spe_NSI";"spe_PC";"spe_autre";"spe_bacsansspe";"phobie_chien";"phobie_araignees";"phobie_foule";"phobie_veillir";"phobie_noir";"phobie_sang";"phobie_claustro";"phobie_sociale";"phobie_germe";"phobie_hauteur";"phobie_nombre";"jv_PC";"jv_playstation";"jv_xbox";"jv_nintendo";"jv_teltab";"jv_autre";"jv_nejouepas";"materiel_tel";"materiel_tablette";"materiel_ordinateur";"materiel_montreconnectee";"materiel_aucun";"infosource_journalpapier";"infosource_journal_inline";"infosource_autre_ecritinline";"infosource_télévision";"infosource_radio";"infosource_video";"infosource_RS";"infosource_autre";"Q1_montagne";"Q2_bus";"Q3_cleopatre";"Q4_origineespeces";"Q5_finance";"Q6_Niki";"Q7_lune";"Q8_esclavage";"Q9_main";"Q10_candide";"nb_bonnes_reponses";"surestimation"
18;"Masculin";185;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";2;"en voiture seul";12;"Oui, régulièrement";"Environ une fois par semaine";2;"Je n'ai peur de rien de cela.";"Playstation";"iOs";2;"MacOS";0.2;"ordinateur";"téléphone   ordinateur";"Twitter";6;8;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"John Maynard Keynes";"Voltaire";"oui";7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;8;-1
17;"Masculin";183;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1;"en transport en commun (bus, tram, train)";90;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Claustrophobie";"Playstation";"iOs";1;"Windows";0;"ordinateur";"téléphone   ordinateur";"Instagram";2;4;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"21 jours";1848;"Adam Smith";"Voltaire";"oui";10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;8;2
23;"Féminin";173;"L1";"Économie";"Autre en Afrique";2019;"Mathématiques   Humanités, littérature et philosophie";"Bac à spécialités";"... votre choix après une réorientation.";2.5;"en transport en commun (bus, tram, train)";7;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Acrophobie, peur de la hauteur";"téléphone/tablette";"iOs";1;"Windows";1;"papier";"téléphone   ordinateur";"Facebook";1;1;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Oprah Winfrey";"3e siècle avant JC";"Jean-Baptiste de Lamarck";"réévaluation d'actif";"une peintre";"7 jours";1848;"Karl Marx";"Voltaire";"oui";3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;4;-1
18;"Masculin";168;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";2.5;"à pied";15;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";3;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";3;"Windows";0.5;"ordinateur";"téléphone   ordinateur";"Instagram";2;3.5;"réseaux sociaux";"le massif de l'Atlas";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"21 jours";1848;"John Maynard Keynes";"Voltaire";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;6;2
17;"Masculin";190;"L1";"Gestion";"France";2023;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";3;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Playstation";"iOs";3;"Windows";0.2;"ordinateur";"téléphone   ordinateur";"Instagram";4;6;"réseaux sociaux";"le massif de l'Atlas";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"provision";"une actrice";"28 jours";1802;"Adam Smith";"Voltaire";"oui";4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;5;-1
18;"Masculin";185;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1;"en transport en commun (bus, tram, train)";7;"Oui occasionnellement";"Moins d'une fois par semaine";0.5;"Je n'ai peur de rien de cela.";"PC";"Android";2;"Windows";2;"papier";"téléphone   ordinateur";"Instagram";0.5;2.5;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"provision";"une peintre";"21 jours";1848;"Adam Smith";"Voltaire";"oui";6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;8;-2
19;"Féminin";165;"L1";"Gestion";"Autre en Afrique";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre choix après une réorientation.";4;"en transport en commun (bus, tram, train)";33;"Non et je n'ai jamais vraiment fumé";"Jamais";1;"Acrophobie, peur de la hauteur";"Nintendo";"iOs";0.7;"MacOS";0.1;"ordinateur";"téléphone   ordinateur   montre connectée";"Instagram";2;3;"journal papier   journal en ligne   télévision";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1848;"Karl Marx";"Voltaire";"presque...";9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;7;2
18;"Masculin";180;"L1";"Gestion";"Maroc";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";8;"en transport en commun (bus, tram, train)";13;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Playstation";"iOs";1;"MacOS";2;"ordinateur";"téléphone   ordinateur";"TikTok";6;8;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Henry David Thoreau";"réévaluation d'actif";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;7;-1
17;"Féminin";170;"L1";"Économie";"France";2023;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";12;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";1;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";0.5;"Windows";1;"ordinateur";"téléphone   tablette   ordinateur";"Snapchat";4;5;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;-6
19;"Masculin";185;"L1";"Économie";"France";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... votre choix après une réorientation.";18;"en transport en commun (bus, tram, train)";25;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur de la foule   Phobie sociale";"Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";1.5;"ordinateur";"téléphone   tablette   ordinateur";"Twitter";0.17;2;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Angela Davis";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;1;0;1;1;1;1;8;0
18;"Masculin";173;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";12;"en transport en commun (bus, tram, train)";55;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0.5;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";2;"Windows";3.5;"ordinateur";"téléphone   ordinateur";"Twitter";1.5;5;"télévision   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;0
30;"Féminin";NA;"L1";"Économie";"Algérie";2013;NA;"Bac à spécialités";"... votre premier choix d'orientation post-bac.";35;"à pied";10;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur de vieillir";"Je ne joue pas aux jeux vidéos.";"Android";0.5;"Windows";3.5;"papier";"téléphone   tablette   ordinateur";"LinkedIn";0.3;1.5;"journal en ligne   autre sources écrite en ligne";"l'Himalaya";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;8;-2
19;"Masculin";169;"L1";"Économie";"France";2022;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre choix après une réorientation.";16;"en voiture à plusieurs";20;"Oui occasionnellement";"Moins d'une fois par mois";0;"Peur des chiens";"Je ne joue pas aux jeux vidéos.";"iOs";0.4;"Windows";3.5;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";1;5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"John Maynard Keynes";"Voltaire";"oui";8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;9;-1
18;"Masculin";181;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";10;"à vélo";10;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées";"PC   Xbox   Nintendo   téléphone/tablette   autre plateforme";"Android";4;"Windows";1;"papier";"téléphone   tablette   ordinateur";"Autre";1;3;"journal en ligne   autre sources écrite en ligne   télévision   radio   vidéo sur internet (youtube, twitch, etc.)";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;9;-5
19;"Masculin";192;"L1";"Gestion";"France";2022;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";1.5;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur du sang";"PC   Playstation";"iOs";2.5;"MacOS";3;"papier";"téléphone   tablette   ordinateur   montre connectée";"Instagram";2;6;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"plue-value";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";8;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;8;0
19;"Masculin";172;"L1";"Économie";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";4;"à pied";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Je n'ai peur de rien de cela.";"Playstation";"iOs";1;"MacOS";3;"papier";"téléphone   ordinateur   montre connectée";"TikTok";2;8;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"14 jours";1802;"Karl Marx";"Voltaire";"oui";6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1;5;1
19;"Masculin";182;"L1";"Économie";"France";2022;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";25;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0;"Je n'ai peur de rien de cela.";"Playstation";"iOs";1;"Windows";2;"papier";"téléphone   ordinateur";"Twitter";3;6;"réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"John Maynard Keynes";"Diderot";"oui";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;7;-2
18;"Masculin";180;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Numérique et sciences informatiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";4;"à vélo";10;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";0;"Phobie sociale";"Xbox";"iOs";3;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";2;2;"autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Molière";"oui";5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;8;-3
19;"Féminin";175;"L1";"Économie";"France";2022;"Sciences économiques et sociales   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";30;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des chiens   Claustrophobie";"téléphone/tablette";"iOs";0;"Je n'ai pas d'ordinateur.";NA;"papier";"téléphone";"Snapchat";5;8;"autre sources écrite en ligne   télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"7e siècle avant JC";"Jean-Baptiste de Lamarck";"réévaluation d'actif";"une autrice";"7 jours";1848;"Paul Anthony Samuelson";"Molière";"oui";1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;3;-2
19;"Masculin";172;"L1";"Économie";"France";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";2;"Je n'ai peur de rien de cela.";"téléphone/tablette   Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";1;"papier";"téléphone   ordinateur";"Twitter";2;4;"journal en ligne   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1802;"Adam Smith";"Voltaire";"oui";9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;7;2
18;"Masculin";NA;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";17;"en transport en commun (bus, tram, train)";0.25;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0;"Peur des araignées   Peur de vieillir   Acrophobie, peur de la hauteur";"Je ne joue pas aux jeux vidéos.";"iOs";4;"Windows";1;"ordinateur";"téléphone   ordinateur";"Instagram";1;4;"journal en ligne   autre sources écrite en ligne";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Henry David Thoreau";"amortissement";"une couturière";"28 jours";1802;"Adam Smith";"Diderot";"oui";4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;5;-1
18;"Féminin";169;"L1";"Économie";"France";2022;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Je n'ai peur de rien de cela.";"PC   Nintendo   téléphone/tablette";"iOs";3;"Windows";3;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";4;5;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"plue-value";"une autrice";"21 jours";1848;"Karl Marx";"Voltaire";"oui";8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;5;3
19;"Masculin";178;"L1";"Économie";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre choix après une réorientation.";16;"en transport en commun (bus, tram, train)";30;"Oui, régulièrement";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";1;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";2;5;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;8;0
19;"Féminin";160;"L1";"Gestion";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre choix après une réorientation.";5;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";1;"Acrophobie, peur de la hauteur";"Je ne joue pas aux jeux vidéos.";"iOs";3;"MacOS";1;"tablette";"téléphone   tablette";"Twitter";1;3;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Adam Smith";"Voltaire";"oui";4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;1;1;8;-4
17;"Féminin";178;"L1";"Économie";"Autre en Europe";2023;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Peur des araignées";"téléphone/tablette";"iOs";2;"Je n'ai pas d'ordinateur.";0.5;"papier";"téléphone   tablette   ordinateur";"TikTok";3;4;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"plue-value";"une peintre";"28 jours";1848;"Karl Marx";"Diderot";"oui";3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;6;-3
17;"Masculin";186;"L1";"Économie";"France";2023;"Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Playstation";"iOs";1;"Windows";2;"ordinateur";"ordinateur";"Snapchat";3;5;"journal en ligne   télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"John Maynard Keynes";"Rousseau";"oui";8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;1;0;0;6;2
18;"Masculin";182;"L1";"Économie";"France";2023;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";1.5;"en transport en commun (bus, tram, train)";16;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC";"iOs";2;"MacOS";0.2;"ordinateur";"téléphone   ordinateur";"TikTok";4;4;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1802;"Karl Marx";"Rousseau";"oui";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;6;-3
19;"Masculin";183;"L1";"Économie";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en voiture seul";25;"Oui occasionnellement";"Environ une fois par semaine";2;"Acrophobie, peur de la hauteur";"PC";"Android";1;"Windows";1;"papier";"téléphone   ordinateur";"Twitter";1;3;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"14 jours";1848;"Adam Smith";"Molière";"presque...";7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;7;0
18;"Féminin";174;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";70;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";1;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";2;3;"journal en ligne   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"plue-value";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;8;-4
18;"Féminin";165;"L1";"Gestion";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";3.5;"en voiture seul";25;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0;"Claustrophobie";"téléphone/tablette";"Android";0.5;"Windows";0.2;"ordinateur";"téléphone   ordinateur";"Instagram";3.5;5;"télévision   radio   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Karl Marx";"Voltaire";"oui";7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;1;0;1;7;0
